,0
0,0.0
1,0.0007050943355753918
2,0.0
3,0.0
4,0.0005284946833129969
5,0.0
6,0.00035217468228046766
7,-0.0008806693655935249
8,0.00017619593033005028
9,0.0003522987529830382
10,0.0
11,0.0005282155242103974
13,0.0
14,0.0005279366598644274
15,0.00017591696764500275
16,0.0
17,0.0
18,0.0
20,0.00017588602630874751
21,0.0
22,0.0
23,0.0
24,0.001405975627037756
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-0.0014059756270377566
35,0.0
36,0.0
37,0.0
38,-0.00017588602630878725
39,0.00017588602630874751
40,-0.0007037297968118386
41,0.0007037297968118593
42,-0.0003518029939537205
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.00017591696764500275
52,0.0
53,0.0
54,0.0
55,0.00035167927213170853
56,-0.00017582417627708187
57,0.0
58,0.0
59,0.0
60,0.0
61,-0.00017585509585451596
62,0.0
63,-0.00017588602630878725
64,0.00017588602630874751
65,0.0
66,-0.00017588602630878725
67,0.0
69,0.0
70,0.00017588602630874751
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0001758550958546915
78,0.0003516174438475819
79,-0.0007033585660109201
80,0.0
81,0.0
82,0.0
83,0.0
85,0.0
86,0.0
87,0.0
88,0.0
91,0.0
92,0.0
93,0.0
94,-0.00035186488751494914
95,0.0
96,0.0001759479198698944
97,-0.0001759479198698316
98,0.0
99,0.0
100,0.0
101,0.0
102,-0.00017597888298826608
104,0.00017597888298830552
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
114,0.0
115,0.0001759479198698944
116,0.0
117,-0.0001759479198698316
118,0.0
120,0.0
121,0.0
122,0.0
123,0.0001759479198698944
124,0.0
125,0.0
126,-0.0001759479198698316
127,0.0
128,0.0
129,0.0
130,0.00035186488751496
131,0.0
132,-0.00035186488751494914
133,0.0
134,0.00035186488751496
135,0.0
136,0.0
137,-0.00017591696764511565
138,0.00035180299395374837
139,0.00035167927213170853
140,-0.0022881291334733065
141,0.0
142,0.0003523608211227516
143,0.0
144,0.0
145,0.0
146,0.0
150,0.0
151,0.0
153,0.0
154,-0.0001761648907929271
155,-0.0005286809533661532
156,0.00035248502303628147
157,-0.00017622698080685213
159,0.0
160,-0.0003525471568331157
161,0.0
162,0.0
163,0.00035254715683339635
164,0.00017622698080682004
165,-0.000528774137640032
166,0.0
167,0.00017628911460384163
168,0.0
169,0.0005286809533659348
170,0.0
171,0.0
172,0.0
176,0.0
177,-0.0001761648907929271
178,0.0
179,-0.00017619593032976302
180,0.0
181,0.0001761959303298283
182,-0.00017619593032976302
183,0.0001761959303298283
184,0.0
185,0.0
186,-0.00017619593032976302
187,0.0
188,0.0001761959303298283
189,0.0
190,-0.00017619593032976302
191,0.0
192,-0.00017622698080674108
193,0.00017622698080682004
194,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0001761959303298283
202,0.0
203,0.0
204,0.0
205,0.00017616489079296904
206,0.0
207,-0.0007048458441589544
208,0.0
209,0.0
210,0.0
211,0.0
212,0.00017625804222949347
213,0.00017622698080682004
214,0.00017619593033005028
215,0.0
216,0.0
217,0.0
218,0.0
219,-0.0001761959303299851
220,0.0
221,0.0
222,0.0
223,-0.00017622698080685213
224,2.2204460492503128e-16
225,0.0
226,0.0
227,-1.1102230246251565e-16
228,0.0
229,-0.00017625804222930338
230,0.00017625804222949347
231,-0.00017625804222941443
232,0.0
233,-0.0001762891146038914
234,0.00017628911460384163
235,0.00017625804222927145
236,-0.00017625804222930338
237,0.0
238,0.0
239,0.0
240,0.0
241,0.00017625804222927145
242,-0.00017625804222930338
243,0.0005286809533661568
244,-0.0001761959303299851
245,0.0
246,-0.00017622698080685213
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,-0.00017625804222930338
253,0.0
254,0.00035248502303605953
255,0.0
256,0.0
257,0.00017619593033005028
259,0.0
260,0.0
262,-0.000352422911136772
263,0.0
264,0.00017622698080682004
265,0.00017619593033005028
266,-0.0001761959303299851
267,0.00017619593033005028
268,-0.0001761959303299851
269,0.0
270,0.00017619593033005028
271,0.0
272,0.0
273,0.0
274,0.00017616489079274702
275,0.0
276,0.0001761338621904712
277,-0.0003522987529831501
278,-0.0001761959303299851
279,0.0
280,-0.000528774137640032
281,-0.00017632019793539195
282,-0.0015882823421830405
283,0.0008826904977742064
284,0.00017644464095180527
285,0.0014104374693623334
286,0.001056524134199868
287,0.004039699882042782
288,0.0007008936680832913
289,0.003147956429597971
290,0.0008726765542051645
291,-0.0020957045742188815
292,0.001572190034734055
293,0.0003490401431596825
294,-0.0019212301778938213
295,-0.0021001057771166207
296,0.001925265318589084
297,-0.0008746611245977075
298,0.000524888473252905
299,-0.0003498950350602768
300,0.0006996676864051767
301,0.001048584507124356
302,0.000698445986137462
303,-0.0006984459861373463
304,-0.0003494060133380413
305,0.002443282192768844
306,0.00034855350649144994
307,-0.0013949435566251106
308,-0.00034904014315969737
309,0.000872372034737403
310,-0.0008723720347373861
311,0.0003490401431596825
312,-0.0010474861292970733
313,0.0013964044859422194
314,-0.00034891835664517046
315,-0.00034904014315969737
316,0.0
317,0.0006979584998049745
318,0.00034879665508846146
319,-0.0003487966550883968
320,0.0
321,0.0
322,0.0006974716934883616
323,-0.0013954301932933683
324,-0.0006984459861373463
325,0.0
326,0.0010474861292971468
327,0.0010463900501336081
328,-0.0010463900501336552
329,-0.00034904014315969737
330,-0.0006984459861373463
331,0.0
332,0.0010474861292971468
333,0.0003489183566451959
334,0.0013944572592541383
335,0.00034831069665971023
336,0.0
337,0.0
338,0.0006962576434449537
339,-0.0006962576434450088
340,-0.0006967427559338987
341,0.0
342,0.0003484320592741049
343,0.0
344,0.0
345,0.0
346,0.00034831069665971023
347,-0.0003483106966597945
348,0.0006965001152192468
349,-0.001742160719385037
350,0.001393971300825476
351,0.001392030849457782
352,-0.00104384143089822
353,0.0003480682248854133
354,-0.00034806822488541594
355,0.000696015340434741
356,0.0
357,0.0006955312400025463
358,0.0
359,0.0010423906433789805
360,0.0
361,0.0
362,-0.0010423906433789222
363,0.0006950478125161916
364,0.0003473428308628345
365,-0.0003473428308628436
366,0.0003473428308628345
367,-0.0006948063506894991
368,-0.0003475842926895341
369,-0.000347705149539164
370,0.0
371,0.0010427529620552825
372,0.0
373,0.000694565056573418
374,0.0
375,0.0010409438830294594
376,0.0006933610955537909
377,0.0006928806790278396
378,0.0
379,-0.0013862417745816595
380,-0.0013881661087402322
381,0.0010413051964869085
382,0.0006936015537299717
383,-0.0010405828202231704
384,0.0
385,0.0003469812664931436
386,0.0003468609122533085
387,-0.0003468609122533295
388,0.0
389,0.0
390,0.0003468609122533085
391,-0.0017355089396029998
392,0.000694565056573418
393,0.0003471017042830596
394,0.0
395,0.0
396,-0.00034710170428319545
397,-0.0006945650565735205
398,0.0003473428308628345
399,0.0010413051964869085
400,0.0
401,0.0
402,-0.0013886480273498085
403,0.0
404,0.0
405,0.000694565056573418
406,0.0003471017042830596
407,0.0
408,-0.000867980264545145
409,-0.00017368649631156627
410,-0.0003474635198266464
411,0.0
412,0.0006948063506894986
413,0.0
414,0.00034722222571070355
415,0.0
416,-0.0003472222257106902
417,-0.0010423906433789222
418,0.0
419,-0.000347705149539164
420,0.00034770514953928766
421,0.0
422,0.0006950478125161916
423,0.0003473428308628345
424,0.0
425,-0.0003473428308628436
426,-0.0006950478125161717
427,0.0
428,-0.000347705149539164
429,-0.0003478260904634158
430,0.00034782609046339266
431,0.00034770514953928766
432,-0.000347705149539164
433,0.00034770514953928766
434,0.0
435,-0.000347705149539164
436,-0.0006957732060127196
437,0.0
438,0.0
439,0.0
440,0.0003479471155493304
441,0.00034782609046339266
442,0.0
443,0.0
444,0.00034770514953928766
445,-0.0006955312400026783
446,0.0
447,-0.00034794711554928074
448,-0.0010445683401047756
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,-0.000348432059274131
456,0.0
457,0.0003484320592741049
458,0.00034831069665971023
459,0.001392030849457782
460,0.0
461,-0.0003478260904634158
462,0.00034782609046339266
463,0.0
464,0.00034770514953928766
465,0.0
466,0.0
467,0.00034758429268959073
468,0.0
469,-0.0003475842926895341
470,0.0
471,0.0
472,0.0
473,0.00034758429268959073
474,0.0
475,0.0
476,0.0
477,0.0006948063506894986
478,0.0
479,0.0
480,0.0
481,0.00034722222571070355
482,-0.0003472222257106902
483,0.0
484,0.0
485,0.00034722222571070355
486,-0.0003472222257106902
487,0.0
488,0.0
489,-0.0003473428308628436
490,-0.0003474635198266464
491,-0.0003475842926895341
492,-0.000347705149539164
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.000695289442228669
499,0.0
500,0.00034746351982665525
501,-0.0003474635198266464
502,-0.0006952894422286414
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.00034770514953928766
509,0.0
510,0.00034758429268959073
511,0.0
512,0.0
513,-0.0003475842926895341
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.00034758429268959073
520,-0.0003475842926895341
521,0.0
522,-0.0006955312400026783
523,0.00034782609046339266
524,-0.0006957732060127196
525,0.0010434783555519757
526,0.00034758429268959073
527,0.0
528,0.0
529,0.00034746351982665525
530,-0.0003474635198266464
531,0.00034746351982665525
532,0.0
533,-0.0003474635198266464
534,0.00034746351982665525
535,-0.0003474635198266464
536,0.0006948063506894986
537,0.0
538,-0.0003473428308628436
539,-0.0003474635198266464
540,0.0
541,-0.0003475842926895341
542,0.0
543,-0.000347705149539164
544,0.0
545,0.0
546,-0.0003478260904634158
547,0.00034782609046339266
548,0.0
549,0.00034770514953928766
550,-0.000347705149539164
551,0.0
552,0.0
553,-0.0003478260904634158
554,-0.00034794711554928074
555,0.0003479471155493304
556,-0.00034794711554928074
557,-0.00034806822488541594
558,0.0
559,0.0
560,-0.0003481894185595902
561,0.0
562,-0.0003483106966597945
563,0.0010445683401047175
564,0.0
565,0.0003479471155493304
566,0.0
567,-0.000696015340434758
568,0.0003480682248854133
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0006957732060127726
574,0.000695289442228669
575,0.0
576,-0.0003475842926895341
577,0.0
578,0.00034758429268959073
579,-0.0003475842926895341
580,-0.000347705149539164
581,0.0
582,0.0
583,0.0
584,0.00034770514953928766
585,0.0
586,0.0
587,0.00034758429268959073
588,0.0
589,0.0
590,0.00034746351982665525
591,0.0003473428308628345
592,0.00034722222571070355
593,0.0003471017042830596
594,0.0
595,0.0
596,0.0
597,0.0003469812664931436
598,0.0
599,-0.0003469812664931462
600,0.0003469812664931436
601,0.0
602,0.0
603,0.0003468609122533085
604,-0.0006938421787463857
605,0.0
606,0.0003469812664931436
607,-0.0006940829707762331
608,0.0003471017042830596
609,-0.00034710170428319545
610,-0.0003472222257106902
611,0.0
612,-0.0006948063506894991
613,0.001042028576400091
614,-0.0006945650565735205
615,0.0
616,0.000694565056573418
617,0.0
618,0.0
619,0.0
620,-0.0006945650565735205
621,-0.0003474635198266464
622,0.0
623,0.0
624,0.0
625,0.0
626,-0.0003475842926895341
627,0.00034758429268959073
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.00034746351982665525
636,0.0
637,0.0
638,0.0003473428308628345
639,0.0
640,0.0
641,0.0
642,-0.0003473428308628436
643,0.0003473428308628345
644,0.00034722222571070355
645,0.0003471017042830596
646,0.0
647,0.0003469812664931436
648,0.0006936015537299717
649,0.0
650,0.0
651,0.000693120804044287
652,0.0
653,0.00034638032906070276
654,0.0
655,-0.0010395011331048897
656,0.0
657,0.0
658,-0.0006936015537300437
659,0.0003468609122533085
660,0.001039861445520941
661,0.0
662,0.0
663,-0.0017337036242674093
664,-0.00034710170428319545
665,0.0
666,0.0
667,0.0
668,-0.0003472222257106902
669,0.00034722222571070355
670,0.0003471017042830596
671,-0.00034710170428319545
672,0.0005206073870295666
673,0.0003469210789346803
674,0.0
676,0.0
677,0.0
678,0.0
679,-0.0003469812664931462
680,0.0
681,0.0
682,-0.00034710170428319545
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,-0.00017359604244633395
699,0.00017359604244633183
700,0.0
701,0.0
702,-0.00017359604244633395
703,-0.00017362618326435423
704,0.0
705,0.0
707,0.00034722222571070355
708,0.0
710,-0.00017359604244633395
711,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.00034722222571070355
719,-0.0003472222257106902
720,0.0
722,0.0
723,0.0
724,0.00034722222571070355
726,0.00017356591209081573
727,0.0
728,0.0003470414749389052
731,0.0008678296127402347
735,0.0
736,-0.00017347558374673644
737,0.0
738,-0.0005206073870296541
740,0.0
742,-0.00017353579219236723
743,0.000173535792192432
744,-0.0005206977467294308
745,0.00017359604244633183
751,-0.0003472222257106902
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
760,0.0
761,0.0
762,-0.0005210594994139905
763,0.000173716668551148
765,0.0
766,0.0
767,0.0
768,0.0
769,0.000520969014127193
771,0.0
